id,guests,rooms,beds,baths,price,booked,available
1084369088625042054?check_in=2025-01-21&check_out=2025-01-23,8,3,5,2,190,46,75
1224614073982699722?check_in=2025-01-21&check_out=2025-01-23,N/A,0,1,0,35,2,119
777030389529441179?check_in=2025-01-21&check_out=2025-01-23,3,1,1,1,75,N/A,121
646483136822539147?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,51,28,93
1128463714071602648?check_in=2025-01-21&check_out=2025-01-23,4,1,0,1,65,33,88
19941647?check_in=2025-01-21&check_out=2025-01-23,4,3,3,1,108,24,97
832615321152368910?check_in=2025-01-21&check_out=2025-01-23,6,1,3,2,107,N/A,121
542254592017846943?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,90,N/A,121
26187376?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,100,N/A,121
997107589911887268?check_in=2025-01-21&check_out=2025-01-23,10,4,5,3,224,24,97
1084109351127890192?check_in=2025-01-21&check_out=2025-01-23,3,1,1,1,134,N/A,121
49018327?check_in=2025-01-21&check_out=2025-01-23,6,2,4,2,135,43,78
997207685245715264?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,65,23,98
694794691095896678?check_in=2025-01-21&check_out=2025-01-23,4,1,2,1,74,16,105
930367329105552781?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,137,8,113
812282879710193285?check_in=2025-01-21&check_out=2025-01-23,5,1,3,1,93,17,104
1195819698408605364?check_in=2025-01-21&check_out=2025-01-23,5,3,3,2,210,36,85
863022547947732415?check_in=2025-01-21&check_out=2025-01-23,3,1,2,1,90,87,34
1261881225548789160?check_in=2025-01-21&check_out=2025-01-23,6,1,3,1,37,N/A,121
51467088?check_in=2025-01-21&check_out=2025-01-23,6,1,1,1.5,73,44,77
1099327809415243404?check_in=2025-01-21&check_out=2025-01-23,4,1,2,1,118,7,114
1206612360253032386?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,73,34,87
14710144?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,85,9,112
993540164934417763?check_in=2025-01-21&check_out=2025-01-23,4,1,1,1,119,74,47
1162329175904737975?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,109,1,120
925331179430060015?check_in=2025-01-21&check_out=2025-01-23,4,1,2,1,191,5,116
736338703076479013?check_in=2025-01-21&check_out=2025-01-23,4,2,2,1,205,12,109
977925420490230728?check_in=2025-01-21&check_out=2025-01-23,4,1,2,1,139,7,114
38953667?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,70,29,92
939563216934310449?check_in=2025-01-21&check_out=2025-01-23,8,3,6,2,283,77,44
39702238?check_in=2025-01-21&check_out=2025-01-23,8,3,10,2,137,39,82
857218111473290809?check_in=2025-01-21&check_out=2025-01-23,4,2,2,1,100,69,52
1266940338279141856?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,127,66,55
1084859687078784686?check_in=2025-01-21&check_out=2025-01-23,8,3,4,2.5,950,53,68
939794455572804055?check_in=2025-01-21&check_out=2025-01-23,12,4,6,3,493,8,113
898737566408971552?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,65,24,97
873984721841818646?check_in=2025-01-21&check_out=2025-01-23,14,7,9,5,190,86,35
48180420?check_in=2025-01-21&check_out=2025-01-23,3,1,1,1,103,13,108
53573628?check_in=2025-01-21&check_out=2025-01-23,4,1,2,1,150,40,81
1092373512008860072?check_in=2025-01-21&check_out=2025-01-23,8,2,3,2,150,48,73
